ADR;1029052;01/01/2024;2400008;0,00;0,00;
ITM;310;3,170;0,00;310
ITM;509;38,548;0,00;509
ITM;508;7,436;0,00;508
ITM;506;39,660;0,00;506
ITM;505;21,894;0,00;505
ITM;502;22,675;0,00;502
ITM;501;8,540;0,00;501
ITM;325;2,810;0,00;325
ITM;311;4,045;0,00;311
ITM;303;2,775;0,00;303
ITM;361;4,480;0,00;361
ITM;700;6,045;0,00;700
ITM;335;6,955;0,00;335
ITM;334;6,885;0,00;334
ITM;329;5,355;0,00;329
ITM;307;2,635;0,00;307
ITM;306;6,915;0,00;306
ITM;305;6,690;0,00;305
ITM;302;3,380;0,00;302
ITM;406;6,000;0,00;406
ITM;273;;0,00;273
ITM;269;6,000;0,00;269
ITM;601;1,990;0,00;601
ITM;463;0,235;0,00;463
ITM;624;2,115;0,00;624
ITM;621;2,505;0,00;621
ITM;414;3,825;0,00;414
ITM;410;0,270;0,00;410
ITM;616;8,192;0,00;616
ITM;609;4,032;0,00;609
ITM;250;3,650;0,00;250
ITM;216;3,640;0,00;216
ITM;698;1,357;0,00;698
ITM;632;1,105;0,00;632
ITM;623;2,607;0,00;623
ITM;622;2,859;0,00;622
ITM;613;4,799;0,00;613
ITM;611;4,504;0,00;611
ITM;610;7,210;0,00;610
ITM;604;2,755;0,00;604
ITM;420;0,300;0,00;420
ITM;263;1,877;0,00;263
ITM;211;1,000;0,00;211
ITM;207;2,839;0,00;207
ITM;206;1,642;0,00;206
ITM;204;7,825;0,00;204
ITM;202;3,775;0,00;202
ITM;168;1,622;0,00;168
ITM;213;1,000;0,00;213
ITM;214;10,230;0,00;214
